,name,question,choice,answer,type,score,distortion,strength,result
22,OKVQA_73.jpg,What is the name of this sandwich?,N,hamburger,VQA,4.31640625,1,3,0.2
23,OKVQA_151.jpg,What language is that on the advertisements and what foods are they advertising?,N,english hot dog,VQA,3.822265625,1,2,0.5
24,OKVQA_170.jpg,Can you guess the model of tv shown in this picture?,N,samsung,VQA,3.794921875,1,3,1.0
25,OKVQA_210.jpg,What kind of computer is shown?,N,desktop,VQA,3.970703125,1,3,1.0
26,OKVQA_233.jpg,These animals are closely related to what american animal?,N,horse,VQA,4.25390625,1,3,1.0
27,OKVQA_269.jpg,What is this area used for?,N,bath,VQA,4.74609375,1,2,0.5
28,OKVQA_296.jpg,What is the blue item used for?,N,to put out fire,VQA,4.60546875,1,3,1.0
29,OKVQA_309.jpg,How many servings a day should be consumed of the food type in the bowl?,N,3,VQA,4.58203125,1,3,0.5
30,COCO_6.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A row of parked cars sitting next to parking meters.', 'A row of cars parked on a street with parking meters.', 'A series of parking meters and cars are located next to each other. ', 'A parking meter on a street by a car with traffic.', 'A parking meter on a street with cars']",CAP,3.857421875,1,2,0.5
31,COCO_38.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A woman videos a man cutting the cement around a street pole.', 'A construction worker using a jack hammer next to a  woman holding a camera', 'a man is working near a parking meter outside', 'A man is operating a jackhammer near a parking meter.', 'A man with a jack hammer on the sidewalk next to a parking meter. ']",CAP,3.845703125,1,1,0.5
32,COCO_41.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A dog and cat lying  together on an orange couch. ', 'A dog and a cat curled up together on a couch.', 'A cat and dog napping together on the couch.', 'A dog and cat are sleeping together on an orange couch.', 'A cat and a dog rest together on a hideous orange couch.']",CAP,4.44140625,1,1,0.5
33,COCO_48.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A black kitten lays on her side beside remote controls.', 'A black kitten laying down next to two remote controls.', 'A black cat is lying next to a remote control.', 'A couple of phones are on a blanket next to a black kitten.', 'a kitten laying on a bed next to some phones ']",CAP,3.921875,1,2,1.0
34,COCO_81.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A group of people walking on top of a beach.', 'The people have surfboards and are on the beach.', 'Surboarders are in the water and waiting on the shore.', 'Surfers stand with surfboards on a beach for the early morning sunrise.', 'Beach full of surfers inside and outside of the water.']",CAP,3.95703125,1,2,0.5
35,COCO_154.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A toucan perches behind a the bars of a cage.', 'a big bird with a huge beak looks out of its cage', 'A black and yellow bird with a huge colorful beak in a cage.', 'A large colorful bird standing behind a wire fence.', 'A toucan with a brightly colored beak in a cage.']",CAP,4.3046875,1,3,0.4
36,COCO_159.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['there is a cat sitting on a wooden chair', 'A cat is sitting on the wooden chair. ', 'A small cat sitting down on a chair.', 'A cat is sitting on a chair looking up.', 'A black cat playing on top of a wooden chair.']",CAP,3.951171875,1,2,0.5
37,COCO_174.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['Two horses grazing in a field with trees in the background', 'A white horse standing on a lush green field.', 'A white horse grazing in the grass ', 'A gray horse grazing in a field on a sunny day. ', 'A close up shot of a horse grazing in a small field. ']",CAP,4.6640625,1,1,1.0
38,COCO_322.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A kitchen sink with hair clips, toothpaste and nail polish.', 'a close up of a sink with hair pins tooth paste and brushes', 'A bathroom sink covered in hair and hygiene products.', 'Several personal care items on a white sink.', 'a bathroom sink counter with toothpaste and toiletries on it.']",CAP,3.984375,1,1,0.5
39,COCO_330.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['Light breaks through a cloudy day at the pier.', 'a landscape of water, cloudy sky and a ray of sun', 'A kite is flying over a waterway and under a dark sky.', 'Sun rays breaking through an overcast sky over a beach pier.', 'A photo of a jetty and a body of water.']",CAP,4.02734375,1,2,0.4
40,COCO_339.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A woman walking down a street talking on a cell phone.', 'A woman on her cellphone standing on the sidewalk in a city. ', 'A girl is standing by a storefront while talking on her phone.', 'A women looking over at something while talking on the phone .', 'a woman standing on a sidewalk while using a cell phone ']",CAP,3.869140625,1,2,0.6
41,COCO_361.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['a silver toilet and some toilet paper and a green switch', 'A metal toilet and some tissue in a bathroom.', 'A stainless steel toilet in a small bathroom area.', 'A bathroom with a metal toilet and a toilet paper dispenser.', 'A chrome metal toilet inside a small bathroom stall.']",CAP,3.9296875,1,2,0.5
42,COCO_394.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['Several cows laying down in a hilly area near a body of water', 'A herd of cattle laying on top of a sandy beach.', 'There are a herd of cows laying on the beach.', 'A group of cattle are laying in the sun', 'A herd of cows are sitting on the beach.']",CAP,4.77734375,1,3,0.5
43,COCO_398.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['Dairy cows line up against a barber wire fence to graze the sweeter grass.', 'Cows standing in grass at a barbed wire fence with ear tags.', 'Herd of spotted brown and white cows line up at the fence', 'Brown and white cows behind wire fencing in grassy field.', 'Brown and white cows lined up against a barbed wire fence.']",CAP,4.85546875,1,1,0.5
44,COCO_418.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A muffin sitting on a plate with a fork while customers sit in the background. ', 'A muffin and fork sits on a table in a cafe. ', 'Fresh fruit muffin on a plate with a fork in a cafe', 'A blueberry muffin waits on a plate to be eaten', 'A picture of a muffin on a white plate']",CAP,4.046875,1,1,0.5
45,WildMCQ_0.jpg,How many tables are there in the scene?,A.1;B.2;C.3;D.4,A,MCQ,3.673828125,2,2,1.0
46,WildMCQ_57.jpg,What color is the back of the chair at the back of the scroll?,A.brown;B.white;C.black;D.green,A,MCQ,3.2578125,2,1,1.0
47,WildMCQ_58.jpg,Is the oil painting placed correctly in the picture?,A.Yes;B.No;C.fail to judge,B,MCQ,3.34765625,2,1,1.0
48,WildMCQ_59.jpg,Is the monitor in the picture turned on?,A.Yes;B.No;C.fail to judge,A,MCQ,2.94921875,2,1,1.0
49,WildMCQ_60.jpg,What color are the signs on the wall?,A.white;B.balck;C.yellow;D.silver;E.invisibility,A,MCQ,3.2578125,2,1,0.0
50,WildMCQ_61.jpg,Please describe the color of the suitcase.,A.pink;B.balck;C.yellow;D.silver;E.invisibility,D,MCQ,3.0390625,2,1,1.0
51,WildMCQ_62.jpg,How many red boxes are there on the chair?,A.1;B.2;C.4;D.6,B,MCQ,3.044921875,2,1,1.0
52,WildMCQ_63.jpg,What color is the toy pig on the triangular bracket,A.pink;B.white;C.yellow;D.black;E.invisibility,A,MCQ,3.1328125,2,1,1.0
53,WildMCQ_67.jpg,What color is the umbrella on the left?,A.red;B.white;C.yellow;D.black,D,MCQ,3.767578125,2,3,1.0
54,WildMCQ_68.jpg,Has the umbrella been opened?,A.Yes;B.No;C.fail to judge,B,MCQ,3.80859375,2,2,0.0
55,WildMCQ_69.jpg,What the color is the chair legs?,A.red;B.white;C.black;D.orange；E.yellow,B,MCQ,3.974609375,2,2,1.0
56,WildMCQ_70.jpg,What color is the backpack on the chair?,A.red;B.white;C.black;D.orange；E.yellow,C,MCQ,3.955078125,2,2,1.0
57,WildMCQ_71.jpg,Are there any pictures on the table?,A.Yes;B.No;C.fail to judge,A,MCQ,3.068359375,2,2,1.0
58,WildMCQ_72.jpg,Is there a water bottle behind the chair?,A.Yes;B.No;C.invisibility,A,MCQ,3.5703125,2,3,0.0
59,WildMCQ_73.jpg,What color is the toolbox on the floor?,A.white;B.black;C.yellow;D.silver;E.invisibility,B,MCQ,3.322265625,2,3,1.0
60,WildVQA_8.jpg,What letters are on the open umbrella?,N,"The letters are ""ICCI""",VQA,3.857421875,2,2,1.0
61,WildVQA_16.jpg,What are the objects placed on the chair?,N,A soccer ball,VQA,3.521484375,2,1,0.5
62,WildVQA_21.jpg,What color is the umbrella the woman is holding in the painting at the bottom left corner of the picture?,N,She carried a red umbrella.,VQA,3.673828125,2,2,0.5
63,WildVQA_23.jpg,How many paintings can be seen in the scene?,N,Five paintings,VQA,3.673828125,2,3,0.0
64,WildVQA_25.jpg,How many scroll paintings are there on the table?,N,one scroll painting,VQA,3.068359375,2,3,0.1
65,WildVQA_31.jpg,How many red boxes are there on the chair?,N,Two red boxes,VQA,3.861328125,2,2,1.0
66,WildVQA_34.jpg,How many boxes are there in the scene?,N,three boxes,VQA,3.916015625,2,2,0.4
67,WildVQA_40.jpg,Please list the most prominent items on the screen.,N,A chair and a backpack,VQA,2.92578125,2,1,0.5
68,WildVQA_42.jpg,What are the four biggest English words in the picture?,N,"""Speaking into the Air""",VQA,3.3828125,2,1,1.0
69,WildVQA_50.jpg,What word is written on the glass bottle by the door?,N,ABSOLUT VODKA,VQA,3.359375,2,3,1.0
70,WildVQA_57.jpg,How many computer monitors are there in the scene?,N,3 computer monitors,VQA,3.615234375,2,3,1.0
71,WildVQA_58.jpg,How many powered-on monitors are on the desk?,N,three powered-on monitors,VQA,3.326171875,2,2,1.0
72,WildVQA_63.jpg,What objects are on the chair?,N,An orange basketball,VQA,3.14453125,2,1,1.0
73,WildVQA_65.jpg,What is the most prominent object in the photo?,N,A red umbrella,VQA,3.28125,2,1,1.0
74,WildVQA_69.jpg,What are the objects placed on the chair,N,A handbag,VQA,3.109375,2,1,1.0
75,WildCAP_28.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['In the evening office, there is a transparent teapot in the doorway.', 'The evening office had a light on, a few chairs and a desk with a computer.', 'There are two chairs behind the door, and three monitors on the table in front of the chairs.', 'Two chairs behind the door, and three monitors on the table in front of the chairs.', 'A black office chair is situated beside a desk, with a cartoon-themed painting hanging on the wall behind.']",CAP,3.544921875,2,3,0.5
76,WildCAP_29.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A plastic jar in the doorway.', 'In the evening office, two chairs behind the door.', 'Three monitors on the table in front of the chairs.', 'Two of the screens on the table were lit, while the other was off.', 'A black office chair is situated beside a desk, with a cartoon-themed painting hanging on the wall behind.']",CAP,3.33203125,2,3,0.5
77,WildCAP_30.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['It is a dimly lit office, and the scene is rather cluttered.', 'A desk with a laptop and paperwork, positioned near a window with partially drawn curtains.', 'There are many things in the room, mainly composed of chairs, tables and computers.', 'Two chairs behind the door, and four monitors on the table in front of the chairs.', 'There are mainly tables, chairs, computers and sundries in the room.']",CAP,3.625,2,3,0.5
78,WildCAP_31.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['The light shines on a chair and the floor.', 'A cartoon painting sits in front of the chair.', 'A white notice board hangs on the wall behind chair.', 'A cartoon painting sits in front of the chair, and a white notice board hangs on the wall behind it.', 'The light shines on a chair and the floor, and white notice board hangs on the wall behind chair.']",CAP,3.59765625,2,1,0.4
79,WildCAP_32.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A black box sits on the chair.', 'A white notice board hangs on the wall behind chair.', 'A black box sits on the chair, and a white notice board hangs on the wall behind it.', 'It is an indoor scene, the light is low.', 'There is a trash can on the ground.']",CAP,3.9375,2,1,0.5
80,WildCAP_33.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A red box is placed on a black chair.', 'A few paintings and a lamp are located to the left and right of the chair.', 'There is a black chair,and behind the chair is a table.', 'Some paintings to the left of chair.', 'A lamp is located to the right of the chair.']",CAP,2.93359375,2,3,0.5
81,WildCAP_34.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['In the dark room there is a handpack on a chair.', 'A few pictures and a lamp on the floor.', 'A table near the chair.', 'In the dark room there is a chair and a table.', 'A few pictures and a lamp on the floor in the dark room.']",CAP,3.044921875,2,2,0.4
82,WildCAP_35.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['The light in the house was dim, there is a scroll on a chair.', 'There is a scroll on a chair, a few pictures and a lamp on the floor.', 'There is a chair, and a table near the chair.', 'In dark room, there is a scroll on a chair.', 'There are some paintings and a chair in the room.']",CAP,2.96875,2,2,0.4
83,WildCAP_36.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['It is an indoor scene, the light is low.', 'On top of the chair are a bottle water.', 'Behind the chair is a table.', 'To the left of the chair there are several paintings.', 'To the left of the chair there is a pillow standing, and to the right of the chair there is a lamp.']",CAP,2.8046875,2,3,0.5
84,WildCAP_37.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['On top of the chair are two stone artifacts.', 'There is a chair, behind the chair is a table.', 'To the left of the chair there are several paintings and a pillow standing.', 'To the right of a chair is a lamp.', 'There is a chair, a table, some paintings and a pillow in the dark room.']",CAP,3.927734375,2,2,0.5
85,WildCAP_38.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['There is a black chair with a book on top of it.', 'Behind the chair is a table.', 'To the left of the chair there are standing paintings.', 'To the left of the chair there is a pillow.', 'To the right of the chair there is a table lamp.']",CAP,3.41796875,2,2,0.5
86,WildCAP_39.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['There is a chair in the center of the room.', 'There is a chair with a keyboard on it.', 'Behind the chair is a table.', 'To the left of the chair there are several paintings standing and a pillow.', 'There is a chair, a table, and some paintings in dark room.']",CAP,3.767578125,2,2,0.3
87,WildCAP_40.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['There is a chair with a pillow on it.', 'Behind the chair is a table.', 'To the left of the chair there are several paintings standing and a pillow.', 'There are two pillows in the room.', 'A pillow and several paintings left to the chair.']",CAP,3.126953125,2,3,0.5
88,WildCAP_41.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['Four chairs on the floor.', 'Two chairs on the sides are white, the one in the center is a black chair, the one behind is a yellow chair.', 'There are several paintings placed behind the chairs.', 'There are three colors of four chairs.', 'There are four chair on the ground.']",CAP,4.04296875,2,3,0.0
89,WildCAP_42.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['It is an indoor scene, the light is low.', 'There are two open umbrellas on the floor.', 'There are two open umbrellas on the floor, the color are red and black.', 'Behind the umbrellas stands a painting on a table.',  'There is a painting on a table with a woman in it.']",CAP,3.767578125,2,3,0.5
90,WildMCQ_10.jpg,What is the color on the right side of the screen on the middle monitor seen in the scene?,A.red;B.white;C.black;D.green;E.invisibility,B,MCQ,3.326171875,3,2,0.0
91,WildMCQ_11.jpg,Does the teapot on the floor have a handle?,A.Yes;B.No;C.Can't judge,A,MCQ,3.544921875,3,2,1.0
92,WildMCQ_13.jpg,Are the two chairs seen in the picture the same?,A.Same;B.Not the same,B,MCQ,3.33203125,3,2,1.0
93,WildMCQ_14.jpg,What's on the chair?,A.nothing;B.backpack;C.Moniter;D.light,C,MCQ,2.94921875,3,2,0.0
94,WildMCQ_16.jpg,What color is the sign on the wall?,A.brown;B.white;C.black;D.green,B,MCQ,3.0390625,3,1,1.0
95,WildMCQ_19.jpg,Is there any hand sanitizer left on the floor?,A.Yes;B.No;C.Can't judge,A,MCQ,2.978515625,3,3,1.0
96,WildMCQ_21.jpg,How many bottles are there on the floor?,A.1;B.2;C.4;D.6,B,MCQ,2.953125,3,3,0.0
97,WildMCQ_22.jpg,What color is the statue on the ground?,A.white;B.balck;C.yellow;D.silver;E.invisibility,A,MCQ,3.03515625,3,3,0.0
98,WildMCQ_23.jpg,Are the statues on the ground symmetrical in shape?,A.Yes;B.No,A,MCQ,3.046875,3,3,0.0
99,WildMCQ_24.jpg,What does the image feel like?,A.happy;B.sorrowful;C.fearful,C,MCQ,3.47265625,3,3,1.0
100,WildMCQ_25.jpg,Which is the possible height of the poster in the picture?,A.0.2 meter;B.5 meters;C.1.5 meters;D.6 meters,C,MCQ,3.3828125,3,1,1.0
101,WildMCQ_26.jpg,Are the four paint cans the same size?,A.Same;B.Not the same;C.Can't judge,A,MCQ,3.5078125,3,3,1.0
102,WildMCQ_54.jpg,Where is the paint bucket in the picture?,A.left;B.right;C.center;D.bottom;E.top,C,MCQ,3.541015625,3,3,1.0
103,WildMCQ_55.jpg,What color is the back of the chair with the picture scroll on it?,A.white;B.balck;C.yellow;D.silver;E.brown,E,MCQ,3.2578125,3,1,1.0
104,WildMCQ_56.jpg,Which term matches the picture?,A.a box under the table;B.a yellow box on the floor;C.a red box on the chair,C,MCQ,2.93359375,3,1,1.0
105,WildVQA_0.jpg,"There is a red box on the chair, isn't there?",N,"No, there are two red boxes on the chair",VQA,3.044921875,3,2,1.0
106,WildVQA_12.jpg,What's under the handbag?,N,A chair  ,VQA,3.109375,3,1,0.5
107,WildVQA_28.jpg,Where is the phone in the scene?,N,On the triangle bracket,VQA,3.537109375,3,3,0.5
108,WildVQA_29.jpg,What is shown in the picture?,N,A sculptural artifact,VQA,3.046875,3,3,0.5
109,WildVQA_37.jpg,What is the yellow object behind the chair in the picture?,N,It is a obscured painting,VQA,3.044921875,3,1,0.5
110,WildVQA_44.jpg,How many chairs do you see in the picture?,N,four chairs,VQA,4.04296875,3,2,1.0
111,WildVQA_45.jpg,How many umbrellas are there in the picture?,N,two umbrellas ,VQA,3.767578125,3,2,1.0
112,WildVQA_48.jpg,What is on the ground in the center of the picture?,N,A bottle of vodka,VQA,3.359375,3,2,0.5
113,WildVQA_51.jpg,Is the scene shown in the picture day or night?,N,night,VQA,3.625,3,1,1.0
114,WildVQA_54.jpg,What are the genders in oil paintings?,N,women,VQA,3.34765625,3,1,0.5
115,WildVQA_55.jpg,What's on the chair?,N,Triangle bracket and a toy pig,VQA,3.1328125,3,1,1.0
116,WildVQA_56.jpg,What is the status of the umbrella?,N,It opened on the ground,VQA,3.28125,3,2,1.0
117,WildVQA_59.jpg,Which item can be seen on the table on the right of the picture?,N,A moniter,VQA,3.5703125,3,2,0.5
118,WildVQA_64.jpg,What is the name of the thing on the ground in the center of the picture?,N,A skull model,VQA,3.05859375,3,3,1.0
119,WildVQA_71.jpg,What is on the ground in the center of the picture?,N,a bottle of water,VQA,3.052734375,3,3,0.5
120,WildCAP_18.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A cartoon painting featuring a girl, a house, and the sky sits in front of the chair.', 'The cartoon painting, centered around a girl and her surroundings, including a house and the vast sky, occupies a spot in front of the chair.', 'A white notice board hangs on the wall.', 'The main focus of the cartoon painting, which rests in front of the chair, is a girl, with supporting elements of a house and the sky, creating a serene scene.', 'The painting, a cartoon showcasing a girl, her house, and the sky, finds its place directly in front of the chair, while a white notice board on the wall behind it.']",CAP,3.59765625,3,3,0.3
121,WildCAP_19.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['The light shines on a chair and the floor, a black box sits on the chair.', 'A white notice board hangs on the wall behind the chair.', 'The light shines on a chair and the floor, and a white notice board hangs on the wall', 'A black box sits on the chair.', 'There are a chair, a black box, and a white notice board in the room.']",CAP,3.9375,3,1,0.5
122,WildCAP_20.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['The dark scene has a desk lamp and six glasses.', 'The lights can be seen outside the rear window.', 'There are six glasses on the ground.', 'The dark scene has a desk lamp on the ground.', 'Six glasses on the ground in the dark room.']",CAP,2.958984375,3,3,0.0
123,WildCAP_21.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['The light in the scene is dim, there is a desk lamp on the ground.', 'There is a trash can on the ground.', 'The lights can be seen outside the rear window.', 'The light in the scene is dim, and lights can be seen outside the rear window.', 'A desk lamp and a trash can on the ground.']",CAP,3.283203125,3,3,0.5
124,WildCAP_22.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['In the dark room there was a scroll on a chair.', 'A few pictures and a lamp on the floor.', 'A table near the chair.', 'There is a scroll on a chair, and a table near the chair.', 'A table near the chair, and a few pictures and a lamp on the floor.']",CAP,2.96875,3,1,0.5
125,WildCAP_23.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['It is an indoor scene, the light is low.', 'On top of the chair are a bottle water.', 'Behind the chair is a table, and to the left of the chair there are several paintings and a pillow standing.', 'There is a lamp on the right of the desk and a chair in front of it.', 'It is an indoor scene, behind the chair is a table.']",CAP,2.8046875,3,1,0.5
126,WildCAP_24.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['On top of the chair are two stone artifacts.', 'Behind the chair is a table.', 'To the left of the chair there are several paintings and a pillow standing.', 'To the right of the chair is a lamp.', 'On top of the chair are two stone artifacts, and behind the chair is a table.']",CAP,3.927734375,3,2,0.4
127,WildCAP_25.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['There is a chair with a book on top of it.', 'Behind the chair is a table, to the left of the chair there are standing paintings.' 'A pillow and some paintings at the left of chair.', 'To the right of the chair is a table lamp.', 'A book on the chair, and there are standing paintings on the left.']",CAP,3.41796875,3,2,0.5
128,WildCAP_26.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['The light in the room is dim, there is a chair with a keyboard on it.', 'Behind the chair with a keyboard is a table.', 'To the left of the chair there are several paintings standing and a pillow.', 'There is a chair with a keyboard on the chair.', 'There is a chair with a keyboard on it, behind the chair with a keyboard is a table.']",CAP,2.89453125,3,1,1.0
129,WildCAP_27.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A chair with a pillow on it, behind the chair is a table.', 'To the left of the chair there are several paintings standing and a pillow.', 'Behind the chair is a table.', 'A chair with a pillow on it.', 'There are several paintings standing and another pillow, and the other throw pillow is on the chair in front.']",CAP,3.126953125,3,2,1.0
130,WildCAP_43.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A soccer ball sits on the chair.', 'A white notice board hangs on the wall behind chair.', 'It is an indoor scene, the light is low.', 'There is a chair in the center of the room.', 'A soccer ball sits on the middle of the chair.']",CAP,3.521484375,3,3,0.5
131,WildCAP_44.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['The light shines on a chair and the floor.', 'A black backpack sits on the chair.', 'A white notice board hangs on the wall behind chair.', 'A black backpack sits on the chair in the dark room.', 'A white notice board hangs on the wall behind chair in the room.']",CAP,2.92578125,3,2,0.5
132,WildCAP_45.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['There is a basketball sits on the chair.', 'A white notice board hangs on the wall behind chair.', 'An orange basketball sits on the chair in the dark room.', 'An orange basketball  sits on the chair.', 'A basketball sits on the middle of the chair.']",CAP,3.14453125,3,2,0.5
133,WildCAP_46.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['A dimly lit indoor scene with a white pillow on a chair.', 'A white notice board hangs on the wall behind chair.', 'A pillow sits on the chair in the dark room.', 'A pillow sits on the chair.', 'A pillow sits on the middle of the chair.']",CAP,3.2578125,3,1,0.5
134,WildCAP_72.jpg,"Please describe this image in general. Directly provide the description, do not include prefix like ""This image depicts"".",N,"['There is a toolbox in the doorway and two chairs behind the door.', 'The evening office had a light on, a few chairs and a desk with a computer.', 'There are three monitors on the table in front of the chairs with two are lit, while the other is off.', 'A desk with a laptop and paperwork, positioned near a window with partially drawn curtains.', 'There are mainly tables, chairs, computers and sundries in the room.''']",CAP,3.322265625,3,1,0.4
135,WildMCQ_1.jpg,What is the color of the sign?,A.orange;B.blue;C.yellow;D.purple;E.brown,D,MCQ,3.8671875,4,1,1.0
136,WildMCQ_2.jpg,Are the gates of the building open?,A.Yes;B.No,B,MCQ,3.9375,4,3,1.0
137,WildMCQ_4.jpg,what color is the handpack on the chair?,A.orange;B.blue;C.yellow;D.white;E.brown,D,MCQ,3.044921875,4,3,1.0
138,WildMCQ_5.jpg,What's on the chair?,A.nothing;B.backpack;C.scroll painting;D.light,C,MCQ,2.96875,4,3,1.0
