,name,answer,type,distortion,strength
26,OKVQA_233.jpg,"Zebras are closely related to horses, as they both belong to the Equidae family.",VQA,1,3
27,OKVQA_269.jpg,"This area is used for relaxation and bathing. The image features a large bathtub, which is a central element in the space. The bathtub is situated next to a window, allowing natural light to enter the room. Additionally, there is a sink and a potted plant in the room, which adds to the overall ambiance and aesthetics of the space. This area is likely designed for people to unwind and enjoy a soothing bath experience.",VQA,1,2
28,OKVQA_296.jpg,"The blue item, which is a fire hydrant, is used for providing water to firefighters in case of a fire. Fire hydrants are connected to a city's water supply system and are strategically placed throughout urban areas to ensure quick and easy access to water for firefighting purposes.",VQA,1,3
29,OKVQA_309.jpg,"The bowl contains broccoli, which is a nutritious vegetable. It is recommended to consume at least two servings of broccoli per day as part of a balanced diet. Broccoli is rich in vitamins, minerals, and fiber, which can contribute to overall health and well-being.",VQA,1,3
30,COCO_6.jpg,"The image shows a city street with a row of parking meters lined up along the sidewalk. There are five parking meters in total, with one of them being a parking meter with a hand on it, possibly indicating that it is out of order. 

In addition to the parking meters, there are several cars parked along the street. One car is parked close to the left side of the image, while another car is parked further to the right. There is also a truck parked in the middle of the scene.

A person can be seen standing near the middle of the image, possibly attending to one of the parking meters or just passing by.",CAP,1,2
31,COCO_38.jpg,"A woman is bending over a parking meter, possibly fixing it. There are several people around her, including a man in a yellow vest who is working on the parking meter. The scene appears to be taking place on a street.",CAP,1,1
32,COCO_41.jpg,"A brown dog and a white cat are laying on a couch together. The dog is on the left side of the couch, while the cat is on the right side. Both animals appear to be relaxed and comfortable in each other's company.",CAP,1,1
33,COCO_48.jpg,"A black cat is laying on a plaid blanket next to two cell phones. The cat is positioned between the two phones, with one phone on the left and the other on the right. The cat appears to be relaxed and comfortable in its environment.",CAP,1,2
34,COCO_81.jpg,"The image captures a beautiful sunset over the ocean, with a group of people standing on the beach. There are at least 13 people visible in the scene, some of them carrying surfboards. The surfboards are scattered across the beach, with a few of them placed closer to the water. The people are enjoying the view and the serene atmosphere created by the setting sun.",CAP,1,2
35,COCO_154.jpg,"A bird with a long beak is standing in a cage. The bird has a yellow and black color pattern, and its beak is blue. The cage is made of metal and has a wire mesh design. The bird appears to be looking out of the cage, possibly observing its surroundings or waiting for someone to feed it.",CAP,1,3
36,COCO_159.jpg,"A black cat is sitting on a wooden chair. The cat is looking at the camera, and its eyes are wide open. The chair is positioned in a room, and there is a person standing in the background.",CAP,1,2
37,COCO_174.jpg,"A white horse is grazing on grass in a field. The horse is the main focus of the image, and it appears to be enjoying its meal. There are also a few other horses in the background, but they are not the main subject. The scene is set in a lush green field, providing a serene and peaceful atmosphere.",CAP,1,1
38,COCO_322.jpg,"A bathroom counter with various items on it. There is a red tie, a pair of scissors, a toothbrush, and a tube of toothpaste. The tie is placed on the counter, and the scissors are located next to it. The toothbrush is situated towards the right side of the counter, and the tube of toothpaste is on the left side.",CAP,1,1
39,COCO_330.jpg,"The image captures a beautiful scene of a kite surfer riding the waves in the ocean. The surfer is skillfully maneuvering the kite, which is flying high in the sky. The sun is shining, creating a warm and inviting atmosphere.

In the background, there is a pier with a few boats docked. A bird can be seen flying above the water, adding to the serene and picturesque setting. The combination of the surfer, the kite, the sun, and the boats creates a captivating and dynamic scene.",CAP,1,2
40,COCO_339.jpg,"A woman is talking on her cell phone while walking down a sidewalk. She is wearing a white jacket and a backpack. There are several other people in the scene, some of whom are also walking down the sidewalk. The woman appears to be engaged in a conversation, possibly discussing her plans or coordinating with someone.",CAP,1,2
41,COCO_361.jpg,A toilet with a silver bowl and a white lid.,CAP,1,2
42,COCO_394.jpg,"The image features a group of cows lying on a grassy field near the ocean. There are at least 13 cows in the scene, with some of them resting on the grass and others laying down on the sand. The cows are spread out across the field, with some closer to the water and others further away. The scene captures a peaceful moment of the cows enjoying their time by the ocean.",CAP,1,3
43,COCO_398.jpg,"The image features a herd of cows standing in a grassy field. There are at least nine cows visible in the scene, with some standing closer to the foreground and others further in the background. The cows are of various sizes and are positioned in a line, facing the camera. The field is fenced in, providing a secure environment for the cows.",CAP,1,1
44,COCO_418.jpg,"A muffin is sitting on a white plate on a table. The muffin is topped with blueberries. There is a fork next to the plate, ready to be used. The table is surrounded by chairs, with one on the left side and another on the right side. There are also two people in the background, one on the left and the other on the right.",CAP,1,1
45,WildMCQ_0.jpg,A,MCQ,2,2
46,WildMCQ_57.jpg,D,MCQ,2,1
47,WildMCQ_58.jpg,C,MCQ,2,1
48,WildMCQ_59.jpg,C,MCQ,2,1
49,WildMCQ_60.jpg,A,MCQ,2,1
50,WildMCQ_61.jpg,C,MCQ,2,1
51,WildMCQ_62.jpg,B,MCQ,2,1
52,WildMCQ_63.jpg,A,MCQ,2,1
53,WildMCQ_67.jpg,D,MCQ,2,3
54,WildMCQ_68.jpg,A,MCQ,2,2
55,WildMCQ_69.jpg,C,MCQ,2,2
56,WildMCQ_70.jpg,C,MCQ,2,2
57,WildMCQ_71.jpg,A,MCQ,2,2
58,WildMCQ_72.jpg,C,MCQ,2,3
59,WildMCQ_73.jpg,B,MCQ,2,3
60,WildVQA_8.jpg,"The letters on the open umbrella are ""ICC.""",VQA,2,2
61,WildVQA_16.jpg,The objects placed on the chair are a soccer ball and a bottle.,VQA,2,1
62,WildVQA_21.jpg,The umbrella the woman is holding in the painting at the bottom left corner of the picture is red.,VQA,2,2
63,WildVQA_23.jpg,There are four paintings visible in the scene.,VQA,2,3
64,WildVQA_25.jpg,There are three scroll paintings on the table.,VQA,2,3
65,WildVQA_31.jpg,There are three red boxes on the chair.,VQA,2,2
66,WildVQA_34.jpg,There are four boxes in the scene.,VQA,2,2
67,WildVQA_40.jpg,"A chair with a backpack on it, a sign, and a speaker.",VQA,2,1
68,WildVQA_42.jpg,"The four biggest English words in the picture are ""Speaking"", ""Into"", ""The"", and ""Air"".",VQA,2,1
69,WildVQA_50.jpg,"The word ""Absolut"" is written on the glass bottle by the door.",VQA,2,3
70,WildVQA_57.jpg,There are two computer monitors in the scene.,VQA,2,3
71,WildVQA_58.jpg,There are two powered-on monitors on the desk.,VQA,2,2
72,WildVQA_63.jpg,There is a basketball on the chair.,VQA,2,1
73,WildVQA_65.jpg,The most prominent object in the photo is a red umbrella.,VQA,2,1
74,WildVQA_69.jpg,The objects placed on the chair are a tote bag and a handbag.,VQA,2,1
75,WildCAP_28.jpg,"The image shows a room with a desk and several chairs. There are two chairs in the room, one on the left side and another on the right side. A backpack is placed on the floor near the center of the room. 

The desk is filled with various items, including a laptop, a mouse, and a keyboard. There are also two bottles on the desk, one near the center and the other towards the right side. Additionally, there are two cups on the desk, one near the center and the other towards the right side.",CAP,2,3
76,WildCAP_29.jpg,"The image shows a room with a desk and several chairs. On the desk, there are two laptops, a mouse, and a keyboard. A backpack is placed on one of the chairs, and a bottle is located on the desk. The room appears to be a workspace or a study area.",CAP,2,3
77,WildCAP_30.jpg,"The image shows a room with a desk and several chairs. There are two chairs in the room, one on the left side and another on the right side. A backpack is placed on the floor near the right chair. 

The desk is filled with various items, including a computer monitor, a keyboard, and a mouse. There are also two bottles on the desk, one near the center and the other towards the right side. Additionally, a TV is mounted on the wall above the desk.",CAP,2,3
78,WildCAP_31.jpg,"The image features a painting of a woman in a black dress, possibly a geisha, sitting in a chair. The painting is displayed on a table, which is placed on a carpeted floor. The room also contains a couch and a dining table. There are several bottles scattered around the room, with some placed on the dining table and others on the floor. A handbag can be seen on the floor, close to the couch.",CAP,2,1
79,WildCAP_32.jpg,"A chair with a briefcase on it is sitting in a room. The briefcase is open and has a handle on it. The room is filled with various items, including a suitcase, a handbag, a backpack, and a clock. There is also a TV in the room.",CAP,2,1
80,WildCAP_33.jpg,"The image features a black office chair with a red box on the seat. The chair is positioned in front of a window, and there is a light on the floor next to it. The room appears to be a workspace, with a desk and a book visible in the scene.",CAP,2,3
81,WildCAP_34.jpg,"The image features a black office chair with a white tote bag placed on it. The chair is positioned in front of a window, and there is a light on the floor next to the chair. The room appears to be a workspace, with several books scattered around the area.",CAP,2,2
82,WildCAP_35.jpg,"The image features a black office chair with a large white sheet of paper on it. The paper is rolled up and placed on the chair, creating a unique and interesting scene. The chair is positioned in a room with a window, and there are several books scattered around the area. Some books are placed on the floor, while others are on a surface nearby. The overall atmosphere of the scene suggests a creative or artistic workspace.",CAP,2,2
83,WildCAP_36.jpg,"The image features a black office chair with a bottle of water sitting on it. The chair is positioned in front of a window, and there are several books scattered around the room. The books are placed on the floor and on a surface nearby, creating a cozy and organized atmosphere.",CAP,2,3
84,WildCAP_37.jpg,"The image features a black office chair with a rock on it, placed in front of a window. The chair is positioned in a room with a desk and a keyboard. There are several books scattered around the room, some on the desk and others on the floor. A large mirror is also present in the room, reflecting the light coming through the window.",CAP,2,2
85,WildCAP_38.jpg,"The image features a black office chair with a computer monitor on it. The monitor is displaying a message in a foreign language. The chair is positioned in a room with a window, and there are several books scattered around the room. A cat can be seen sitting on the floor near the chair.",CAP,2,2
86,WildCAP_39.jpg,"A black office chair is placed in a room with a keyboard on it. The room is filled with various artworks, including paintings and a sculpture. There is a keyboard on the chair, and a mouse can be seen on the desk. The room also contains a TV and a book, adding to the overall cluttered appearance.",CAP,2,2
87,WildCAP_40.jpg,"The image features a black office chair with a colorful pillow on it. The pillow has the word ""XOXO"" written on it. The chair is positioned in front of a desk, which has a variety of items on it. There are several books scattered across the desk, as well as a cup and a bottle. The scene appears to be a cozy and comfortable workspace.",CAP,2,3
88,WildCAP_41.jpg,"The image features a room with several chairs and a dining table. There are three chairs in the room, with one on the left side, one in the middle, and another on the right side. The chairs are arranged in a way that they are facing each other, creating a sense of connection.

In addition to the chairs, there is a dining table located in the middle of the room. The table is surrounded by chairs, with one on each side and another at the head of the table. The room appears to be a gathering space, with the chairs and table set up for people to sit and interact.",CAP,2,3
89,WildCAP_42.jpg,"The image features a room with a painting on the wall, and a large red umbrella is placed in front of it. There are also two black umbrellas in the room, one on the left side and the other on the right side. A chair is situated in the middle of the room, and a dining table is located towards the right side of the room.",CAP,2,3
90,WildMCQ_10.jpg,Blue,MCQ,3,2
91,WildMCQ_11.jpg,C,MCQ,3,2
92,WildMCQ_13.jpg,A,MCQ,3,2
93,WildMCQ_14.jpg,C,MCQ,3,2
94,WildMCQ_16.jpg,B,MCQ,3,1
95,WildMCQ_19.jpg,C,MCQ,3,3
96,WildMCQ_21.jpg,A,MCQ,3,3
97,WildMCQ_22.jpg,D,MCQ,3,3
98,WildMCQ_23.jpg,A,MCQ,3,3
99,WildMCQ_24.jpg,C,MCQ,3,3
100,WildMCQ_25.jpg,C,MCQ,3,1
101,WildMCQ_26.jpg,B,MCQ,3,3
102,WildMCQ_54.jpg,D,MCQ,3,3
103,WildMCQ_55.jpg,C,MCQ,3,1
104,WildMCQ_56.jpg,C,MCQ,3,1
105,WildVQA_0.jpg,"Yes, there is a red box on the chair.",VQA,3,2
106,WildVQA_12.jpg,Chair,VQA,3,1
107,WildVQA_28.jpg,"The phone is on the floor, next to the lamp.",VQA,3,3
108,WildVQA_29.jpg,"The picture shows a statue of a person's head, possibly a bust or a sculpture, sitting on a table or a stand. The statue is illuminated by a light source, which highlights its features and creates a visually striking scene.",VQA,3,3
109,WildVQA_37.jpg,The yellow object behind the chair in the picture is a light.,VQA,3,1
110,WildVQA_44.jpg,There are three chairs in the picture.,VQA,3,2
111,WildVQA_45.jpg,There are three umbrellas in the picture.,VQA,3,2
112,WildVQA_48.jpg,There is a bottle of vodka on the ground in the center of the picture.,VQA,3,2
113,WildVQA_51.jpg,The scene shown in the picture is nighttime.,VQA,3,1
114,WildVQA_54.jpg,The genders in oil paintings are predominantly male.,VQA,3,1
115,WildVQA_55.jpg,Camera,VQA,3,1
116,WildVQA_56.jpg,The umbrella is closed and sitting on the floor.,VQA,3,2
117,WildVQA_59.jpg,Computer,VQA,3,2
118,WildVQA_64.jpg,Skull,VQA,3,3
119,WildVQA_71.jpg,A bottle of water is on the ground in the center of the picture.,VQA,3,3
120,WildCAP_18.jpg,"The image features a painting of a woman in a black dress, possibly a geisha, sitting in a chair. The painting is displayed on a table, which is placed on a carpeted floor. The room also contains a couch and a dining table. There are several bottles scattered around the room, with some placed on the dining table and others on the floor. A handbag can be seen on the floor, close to the couch.",CAP,3,3
121,WildCAP_19.jpg,"A chair with a briefcase on it is sitting in a room. The briefcase is open and has a handle on it. The room is filled with various items, including a suitcase, a handbag, a backpack, and a clock. There is also a TV in the room.",CAP,3,1
122,WildCAP_20.jpg,"The image features a room with a row of four glass vases placed on a table. The vases are of varying heights and are positioned in a straight line. The room appears to be a storage area, as there are several bottles scattered throughout the scene. Some of the bottles are placed on the table, while others are located on the floor. The overall atmosphere of the room suggests a cluttered storage space.",CAP,3,3
123,WildCAP_21.jpg,"A yellow trash can is sitting on a floor in a dark room. The trash can is placed next to a lamp, which is turned on, illuminating the area. The room also contains a few bottles scattered around, with one near the trash can and two others further away.",CAP,3,3
124,WildCAP_22.jpg,"The image features a black office chair with a large white sheet of paper on it. The paper is rolled up and placed on the chair, creating a unique and interesting scene. The chair is positioned in a room with a window, and there are several books scattered around the area. Some books are placed on the floor, while others are on a surface nearby. The overall atmosphere of the scene suggests a creative or artistic workspace.",CAP,3,1
125,WildCAP_23.jpg,"The image features a black office chair with a bottle of water sitting on it. The chair is positioned in front of a window, and there are several books scattered around the room. The books are placed on the floor and on a surface nearby, creating a cozy and organized atmosphere.",CAP,3,1
126,WildCAP_24.jpg,"The image features a black office chair with a rock on it, placed in front of a window. The chair is positioned in a room with a desk and a keyboard. There are several books scattered around the room, some on the desk and others on the floor. A large mirror is also present in the room, reflecting the light coming through the window.",CAP,3,2
127,WildCAP_25.jpg,"The image features a black office chair with a computer monitor on it. The monitor is displaying a message in a foreign language. The chair is positioned in a room with a window, and there are several books scattered around the room. A cat can be seen sitting on the floor near the chair.",CAP,3,2
128,WildCAP_26.jpg,"The image features a black office chair with a red keyboard on it. The chair is positioned in front of a window, allowing natural light to illuminate the room. There are several books scattered around the room, some on the floor and others on surfaces. A cup can also be seen placed on a surface, possibly for a beverage during work.",CAP,3,1
129,WildCAP_27.jpg,"The image features a black office chair with a colorful pillow on it. The pillow has the word ""XOXO"" written on it. The chair is positioned in front of a desk, which has a variety of items on it. There are several books scattered across the desk, as well as a cup and a bottle. The scene appears to be a cozy and comfortable workspace.",CAP,3,2
130,WildCAP_43.jpg,"A chair with a soccer ball on it is sitting in a room. The room is dark and has a poster on the wall. The chair is positioned in the middle of the room, and the soccer ball is placed on the back of the chair.",CAP,3,3
131,WildCAP_44.jpg,"A chair is placed in a room with a backpack on it. The chair is positioned in the middle of the room, and the backpack is placed on the back of the chair. The room appears to be a living space, with a couch in the background and a TV on the left side.",CAP,3,2
132,WildCAP_45.jpg,"A basketball is sitting on a chair in a room. The chair is positioned in the middle of the room, and the basketball is placed on top of it. The room appears to be a gym or a sports facility, as there is a sports ball on the floor nearby.",CAP,3,2
133,WildCAP_46.jpg,"The image features a white chair with a colorful pillow on it, placed in a room. The chair is positioned in the center of the room, and the pillow is placed on the back of the chair. The room appears to be a living space, with a couch located in the background. There is also a bottle placed on a surface in the room.",CAP,3,1
134,WildCAP_72.jpg,"The image shows a room with a desk and a chair. On the desk, there is a laptop and a mouse. A backpack is placed on the floor next to the chair. The room also has a TV mounted on the wall. There are several other chairs in the room, and a handbag can be seen placed on the floor. The overall atmosphere of the room suggests a workspace or a study area.",CAP,3,1
135,WildMCQ_1.jpg,D,MCQ,4,1
136,WildMCQ_2.jpg,A,MCQ,4,3
137,WildMCQ_4.jpg,D,MCQ,4,3
138,WildMCQ_5.jpg,D,MCQ,4,3
139,WildMCQ_7.jpg,B,MCQ,4,1
140,WildMCQ_8.jpg,D,MCQ,4,3
141,WildMCQ_9.jpg,A,MCQ,4,3
142,WildMCQ_12.jpg,E,MCQ,4,3
143,WildMCQ_42.jpg,A,MCQ,4,2
144,WildMCQ_43.jpg,A,MCQ,4,1
145,WildMCQ_44.jpg,A,MCQ,4,1
146,WildMCQ_45.jpg,A,MCQ,4,1
147,WildMCQ_47.jpg,A,MCQ,4,2
148,WildMCQ_48.jpg,A,MCQ,4,1
149,WildMCQ_49.jpg,A,MCQ,4,1
150,WildVQA_4.jpg,Blue,VQA,4,2
151,WildVQA_5.jpg,The curtains on the wall are open.,VQA,4,1
152,WildVQA_6.jpg,The scene shown in the picture is nighttime.,VQA,4,2
153,WildVQA_7.jpg,The umbrella on the lawn is open.,VQA,4,3
154,WildVQA_9.jpg,Tripod,VQA,4,2
155,WildVQA_38.jpg,There are three roadblocks ahead.,VQA,4,2
156,WildVQA_39.jpg,"The scrolls are placed on a chair, which is located on a rooftop.",VQA,4,2
157,WildVQA_43.jpg,"Under the throw pillow, there is a black office chair.",VQA,4,3
158,WildVQA_60.jpg,The most prominent object in the picture is a red fire hydrant.,VQA,4,2
159,WildVQA_66.jpg,"The red box is placed on the chair, which is a black office chair. The relationship between the red box and the chair is that the box is sitting on top of the chair, possibly indicating that the chair is being used as a temporary storage space or a makeshift workstation.",VQA,4,3
160,WildVQA_67.jpg,The picture shows a subway station.,VQA,4,1
161,WildVQA_68.jpg,There are two roadblocks ahead.,VQA,4,2
162,WildVQA_72.jpg,"Yes, there is a fountain in front of the building.",VQA,4,3
163,WildVQA_73.jpg,The flag on the right of the picture is red.,VQA,4,3
164,WildVQA_74.jpg,The pipe is made of yellow material.,VQA,4,1
165,WildCAP_16.jpg,"The image features a street with a row of yellow and black striped cones lined up on the side of the road. The cones are placed in a way that they create a barrier, possibly to direct traffic or warn drivers of an upcoming change in the road conditions. 

In the background, there are several cars parked or driving along the street. The scene appears to be captured during sunset, adding a warm and serene atmosphere to the image.",CAP,4,3
166,WildCAP_57.jpg,"The image shows a room with a desk and several chairs. There are two chairs in the room, one on the left side and another on the right side. A backpack is placed on the floor near the right chair. 

The desk is filled with various items, including a computer monitor, a keyboard, and a mouse. There are also two bottles on the desk, one near the center and the other towards the right side. Additionally, a TV is mounted on the wall above the desk.",CAP,4,1
167,WildCAP_58.jpg,"The image features a patio with a dining table surrounded by four chairs. The table is set with two cups and a bowl, creating a cozy atmosphere for a meal. The chairs are arranged around the table, with one on the left side, one on the right side, and two on the opposite ends. The scene is set against a backdrop of a building, adding to the outdoor ambiance.",CAP,4,2
168,WildCAP_60.jpg,A basketball is sitting on a lawn in front of a building. The building has a red and white color scheme. The basketball is located near the center of the lawn.,CAP,4,1
169,WildCAP_61.jpg,"The image features a soccer ball sitting on a chair in a courtyard. The chair is positioned in the middle of the scene, with the soccer ball placed on top of it. The chair is surrounded by several potted plants, with one plant located to the left of the chair, another to the right, and a third one further back in the scene. The plants add a touch of greenery to the courtyard.",CAP,4,3
170,WildCAP_62.jpg,"The image shows a group of people playing tennis on a court. There are at least 12 people in the scene, some of them holding tennis rackets. The court is surrounded by a chain-link fence, and there are two sports balls visible in the scene. The players are spread out across the court, with some closer to the net and others further away. The scene captures the excitement and energy of a tennis match.",CAP,4,1
171,WildCAP_63.jpg,"A group of people are playing soccer on a field. There are at least 12 people in the scene, with some standing closer to the foreground and others further back. The soccer ball is located in the middle of the field, and the players are spread out around it, engaging in the game. The scene is set in a city, with a fence visible in the background.",CAP,4,2
172,WildCAP_65.jpg,"The image shows a parking garage with several motorcycles parked in it. There are at least five motorcycles visible, with some parked closer to the foreground and others further back. The motorcycles are parked in a row, occupying the majority of the available space in the garage. The scene is well-lit, with the motorcycles being the main focus of the image.",CAP,4,3
173,WildCAP_66.jpg,"The image shows a large garage with a concrete floor. There are two refrigerators in the garage, one on the left side and the other on the right side. A chair is placed in the middle of the garage, and a fire hydrant can be seen on the right side of the room. The garage appears to be empty, with no people or objects occupying the space.",CAP,4,2
174,WildCAP_67.jpg,"The image shows a parking garage with a car parked in a stall. The car is positioned close to a fire hydrant, which is located near a red box. The parking garage also features a vending machine, which is situated near the fire hydrant. The scene appears to be well-lit, with a bright light illuminating the area.",CAP,4,1
175,WildCAP_68.jpg,"The image features a silver metal box with a blue sign on it, located on a sidewalk. The box is situated next to a bush, and there is a trash can nearby. The scene also includes a bench and a clock, adding to the urban setting.",CAP,4,3
176,WildCAP_69.jpg,"The image features a black office chair with a bottle of water sitting on it. The chair is positioned in front of a window, and there are several books scattered around the room. The books are placed on the floor and on a surface nearby, creating a cozy and organized atmosphere.",CAP,4,1
177,WildCAP_70.jpg,"The image features a black office chair with a rock on it, placed in front of a window. The chair is positioned in a room with a desk and a keyboard. There are several books scattered around the room, some on the desk and others on the floor. A large mirror is also present in the room, reflecting the light coming through the window.",CAP,4,2
178,WildCAP_71.jpg,"The image features a black office chair with a computer monitor on it. The monitor is displaying a message in a foreign language. The chair is positioned in a room with a window, and there are several books scattered around the room. A cat can be seen sitting on the floor near the chair.",CAP,4,2
179,WildCAP_73.jpg,"The image features a basketball court with a chair and a basketball placed on it. The chair is positioned in the middle of the court, while the basketball is located towards the right side of the court. The scene appears to be set in a city, with a building visible in the background.",CAP,4,2
180,MMBench_3.jpg,B,MCQ,5,1
181,MMBench_42.jpg,C,MCQ,5,2
182,RealWorldQA_56.jpg,A,MCQ,5,1
183,RealWorldQA_60.jpg,C,MCQ,5,3
184,RealWorldQA_72.jpg,B,MCQ,5,1
185,RealWorldQA_80.jpg,B,MCQ,5,1
186,RealWorldQA_97.jpg,B,MCQ,5,1
187,RealWorldQA_108.jpg,A,MCQ,5,1
188,RealWorldQA_177.jpg,A,MCQ,5,1
189,RealWorldQA_197.jpg,A,MCQ,5,2
190,RealWorldQA_199.jpg,B,MCQ,5,3
191,RealWorldQA_214.jpg,B,MCQ,5,2
192,RealWorldQA_273.jpg,A,MCQ,5,3
193,RealWorldQA_294.jpg,A,MCQ,5,1
194,RealWorldQA_316.jpg,A,MCQ,5,2
195,OKVQA_15.jpg,"In the image, there are several bottles of beverages, including a bottle of Coca-Cola. The bottles are displayed on a shelf, and the bananas are hanging nearby.",VQA,5,3
196,OKVQA_28.jpg,The person is flying a kite in the sky.,VQA,5,2
197,OKVQA_86.jpg,"The most valuable part of the elephant in the image is its tusks. The elephant has large tusks, which are elongated incisor teeth. These tusks are highly prized in the illegal wildlife trade, as they are often used for ivory carvings and other decorative items. The presence of tusks in the image highlights the importance of protecting these animals and their habitats to prevent illegal poaching and the destruction",VQA,5,3
198,OKVQA_91.jpg,"Based on the image, the cat is watching a TV program that features a space theme. The cat is sitting in front of a TV screen, which is displaying a space-related show. The content of the program could be about astronomy, space exploration, or even fictional space adventures. The cat's interest in the program suggests that it might be captivated by the visuals, sounds, or narrative of the space-themed show.",VQA,5,2
199,OKVQA_101.jpg,The photo shows a train traveling on steel tracks.,VQA,5,3
200,OKVQA_119.jpg,"The dog riding in the car is a large brown dog, possibly a German Shepherd or a similar breed.",VQA,5,3
201,OKVQA_147.jpg,"In the small case, there is a banana.",VQA,5,1
202,OKVQA_165.jpg,The weather in the image is cloudy.,VQA,5,3
203,OKVQA_174.jpg,"The process called canning was used to make the food in the image. Canning is a method of preserving food by sealing it in airtight containers, such as jars, and then applying heat to kill harmful bacteria and extend the shelf life of the food. In this case, the food is a mixture of apples, which could be applesauce or apple butter, and it is served in a bowl on a table. The presence of",VQA,5,1
204,OKVQA_212.jpg,Pink,VQA,5,3
205,OKVQA_242.jpg,The road the bus is on is made of asphalt.,VQA,5,1
206,OKVQA_255.jpg,The two primary colors that make up the color of the bleachers are green and white.,VQA,5,2
207,OKVQA_354.jpg,"Sheep's wool is a natural and renewable resource that can be used to create warm and comfortable clothing, such as sweaters, jackets, hats, scarves, and socks. The wool is harvested from the sheep's body and processed into yarn, which can then be knitted or woven into various textile products. These garments provide insulation and help retain body heat, making them ideal for cold weather and outdoor activities.",VQA,5,2
208,OKVQA_357.jpg,The girl is using a hair brush to style her hair.,VQA,5,2
209,OKVQA_368.jpg,"The cat in the image is described as a calico cat, which typically has a lifespan of 12 to 16 years. However, the exact lifespan of a cat can vary depending on factors such as genetics, diet, and overall health.",VQA,5,1
210,COCO_14.jpg,"The image features a small propeller airplane with a red nose, flying low to the ground. The airplane is positioned in the middle of the scene, with its nose pointing towards the viewer. The plane appears to be in motion, possibly taking off or landing. The scene is set in a grassy area, with trees in the background.",CAP,5,1
211,COCO_117.jpg,"The image features a bathroom with a large bathtub, a toilet, and a sink. The bathtub is situated in the middle of the room, while the toilet is located on the left side. The sink is positioned on the left side of the room as well. The bathroom has a window, allowing natural light to enter the space. The room is decorated with a few bottles placed around the area, adding a touch of personalization to the space.",CAP,5,2
212,COCO_136.jpg,"A lone sheep is sitting on a rock in a grassy field. The sheep is facing the camera, and it appears to be looking at the photographer. The field is surrounded by rocks, and there are a few more rocks scattered throughout the scene. The sheep is the main focus of the image, and it stands out against the natural backdrop.",CAP,5,1
213,COCO_153.jpg,"The image features a group of birds perched on a tree branch. There are five birds in total, with one bird sitting on the left side of the branch, two birds in the middle, and two birds on the right side. The birds are of various sizes and are positioned at different angles on the branch, creating a lively scene.",CAP,5,2
214,COCO_188.jpg,"A man is skiing down a snowy hill, wearing a blue jacket and a hat. He is holding ski poles in his hands, and his skis are visible beneath him. The man appears to be enjoying his time on the slopes.",CAP,5,2
215,COCO_234.jpg,"A man is performing a trick on a dirt bike, flying through the air while riding the motorcycle. The man is wearing a helmet and is in the middle of the jump. The dirt bike is visible in the air, with its front wheel slightly higher than the back wheel. The scene captures the excitement and skill of the rider as he executes the stunt.",CAP,5,3
216,COCO_257.jpg,"The image features a large black train traveling on tracks. The train is positioned under a bridge, and there are several people visible around the train, possibly waiting for it to pass or observing it. The train appears to be a steam engine, adding a sense of history and nostalgia to the scene.",CAP,5,2
